order_id,customer_id,order_date,order_status,sales_channel,shipping_cost,discount
ORD500051,CUST100820,2023-01-03 21:40:00,Completed,Marketplace,0.0,0.0
ORD500052,CUST100934,2023-01-03 21:50:00,Refunded,Mobile App,0.0,0.2335500754701763
ORD500053,CUST106806,2023-01-03 22:22:00,Completed,Marketplace,0.0,0.1641841707836398
ORD500054,CUST106755,2023-01-03 22:32:00,Cancelled,Marketplace,0.0,0.0
ORD500055,CUST100343,2023-01-03 23:20:00,Completed,Marketplace,0.0,0.0
ORD500056,CUST102413,2023-01-03 23:24:00,Completed,Marketplace,3.31,0.0
ORD500057,CUST100358,2023-01-03 23:51:00,Refunded,Website,9.09,0.0622374254417499
ORD500058,CUST105029,2023-01-04 01:14:00,Completed,Website,4.64,0.0
ORD500059,CUST105070,2023-01-04 02:08:00,Refunded,Marketplace,0.0,0.146227202368053
ORD500060,CUST106684,2023-01-04 03:07:00,Refunded,Website,0.0,0.0
ORD500061,CUST106539,2023-01-04 03:59:00,Completed,Website,0.0,0.0
ORD500062,CUST101704,2023-01-04 04:24:00,Completed,Website,0.0,0.0
ORD500063,CUST105216,2023-01-04 04:41:00,Completed,Website,0.0,0.0
ORD500064,CUST106030,2023-01-04 08:05:00,Completed,Website,0.0,0.0
ORD500065,CUST106130,2023-01-04 08:09:00,Completed,Website,5.31,0.0
ORD500066,CUST105160,2023-01-04 08:09:00,Completed,Website,0.0,0.0
ORD500067,CUST102183,2023-01-04 08:33:00,Refunded,Marketplace,0.0,0.2391205128920618
ORD500068,CUST106247,2023-01-04 10:28:00,Completed,Marketplace,0.0,0.0
ORD500069,CUST102544,2023-01-04 11:14:00,Completed,Website,0.0,0.0
ORD500070,CUST105417,2023-01-04 13:43:00,Completed,Website,0.0,0.0
ORD500071,CUST102332,2023-01-04 14:42:00,Completed,Website,0.0,0.1787254923129671
ORD500072,CUST105675,2023-01-04 15:23:00,Completed,Website,0.0,0.0
ORD500073,CUST104849,2023-01-04 17:50:00,Cancelled,Website,0.0,0.1064877529842712
ORD500074,CUST103946,2023-01-04 17:53:00,Completed,Mobile App,0.0,0.0
ORD500075,CUST101816,2023-01-04 18:01:00,Completed,Mobile App,0.0,0.0
ORD500076,CUST101915,2023-01-04 18:08:00,Completed,Website,0.0,0.0
ORD500077,CUST103016,2023-01-04 18:18:00,Refunded,Website,0.0,0.0
ORD500078,CUST103172,2023-01-04 20:03:00,Completed,Website,0.0,0.0
ORD500079,CUST103470,2023-01-04 20:44:00,Refunded,Website,8.88,0.0
ORD500080,CUST104062,2023-01-04 21:17:00,Completed,Marketplace,0.0,0.0
ORD500081,CUST100840,2023-01-04 22:01:00,Completed,Website,0.0,0.0
ORD500082,CUST106617,2023-01-05 00:08:00,Cancelled,Website,0.0,0.0
ORD500083,CUST106036,2023-01-05 00:59:00,Completed,Marketplace,0.0,0.0
ORD500084,CUST105793,2023-01-05 07:25:00,Cancelled,Marketplace,0.0,0.0
ORD500085,CUST103699,2023-01-05 08:36:00,Completed,Marketplace,0.0,0.1185344082244796
ORD500086,CUST100587,2023-01-05 10:41:00,Completed,Website,0.0,0.2775684383803465
ORD500087,CUST101998,2023-01-05 11:22:00,Cancelled,Marketplace,0.0,0.0
ORD500088,CUST104850,2023-01-05 11:40:00,Completed,Mobile App,0.0,0.0
ORD500089,CUST104720,2023-01-05 13:07:00,Refunded,Marketplace,0.0,0.0
ORD500090,CUST101986,2023-01-05 13:35:00,Completed,Marketplace,0.0,0.0
ORD500091,CUST103296,2023-01-05 15:33:00,Completed,Website,0.0,0.0
ORD500092,CUST105489,2023-01-05 16:35:00,Completed,Marketplace,0.0,0.0
ORD500093,CUST100043,2023-01-05 20:26:00,Refunded,Website,0.0,0.0
ORD500094,CUST104902,2023-01-05 21:51:00,Completed,Website,0.0,0.0
ORD500095,CUST100523,2023-01-05 23:30:00,Refunded,Website,0.0,0.0
ORD500096,CUST103454,2023-01-06 00:04:00,Refunded,Website,0.0,0.0600341102635805
ORD500097,CUST101729,2023-01-06 02:03:00,Completed,Website,0.0,0.0
ORD500098,CUST102461,2023-01-06 02:27:00,Completed,Website,0.0,0.0
ORD500099,CUST101411,2023-01-06 08:05:00,Completed,Marketplace,4.0,0.2401953910774592
ORD500100,CUST105331,2023-01-06 09:01:00,Cancelled,Website,0.0,0.0
ORD500101,CUST105871,2023-01-06 10:31:00,Completed,Mobile App,0.0,0.232123969499442
ORD500102,CUST102570,2023-01-06 11:33:00,Completed,Website,0.0,0.0
ORD500103,CUST102736,2023-01-06 12:42:00,Completed,Mobile App,5.51,0.0
ORD500104,CUST102989,2023-01-06 13:05:00,Completed,Marketplace,2.65,0.054589863977397
ORD500105,CUST103138,2023-01-06 13:45:00,Cancelled,Website,0.0,0.1053180484598179
ORD500106,CUST103259,2023-01-06 16:47:00,Completed,Marketplace,0.0,0.1283678550432434
ORD500107,CUST100503,2023-01-06 19:17:00,Cancelled,Marketplace,0.0,0.0
ORD500108,CUST101288,2023-01-06 20:03:00,Completed,Website,0.0,0.0
ORD500109,CUST104630,2023-01-06 20:14:00,Refunded,Mobile App,3.12,0.0
ORD500110,CUST101288,2023-01-06 22:54:00,Completed,Mobile App,0.0,0.0751911750287557
ORD500111,CUST103255,2023-01-07 01:43:00,Completed,Website,0.0,0.0
ORD500112,CUST103727,2023-01-07 03:06:00,Completed,Website,0.0,0.0
ORD500113,CUST103516,2023-01-07 03:08:00,Completed,Mobile App,0.0,0.1578514799079922
ORD500114,CUST105689,2023-01-07 04:48:00,Completed,Marketplace,0.0,0.0
ORD500115,CUST103558,2023-01-07 04:51:00,Cancelled,Mobile App,0.0,0.0
ORD500116,CUST105157,2023-01-07 05:56:00,Refunded,Website,0.0,0.0
ORD500117,CUST101110,2023-01-07 06:07:00,Refunded,Website,0.0,0.0
ORD500118,CUST103640,2023-01-07 08:02:00,Cancelled,Website,0.0,0.0
ORD500119,CUST103016,2023-01-07 08:48:00,Completed,Marketplace,0.0,0.0
ORD500120,CUST105029,2023-01-07 09:06:00,Completed,Marketplace,0.0,0.0
ORD500121,CUST105573,2023-01-07 14:37:00,Refunded,Website,0.0,0.0
ORD500122,CUST104653,2023-01-07 15:39:00,Completed,Marketplace,0.0,0.0
ORD500123,CUST103355,2023-01-07 15:39:00,Completed,Mobile App,0.0,0.0242590330950971
ORD500124,CUST103903,2023-01-07 15:48:00,Completed,Mobile App,0.1,0.0617877354463234
ORD500125,CUST101063,2023-01-07 16:02:00,Completed,Website,0.0,0.0
ORD500126,CUST104910,2023-01-07 18:18:00,Completed,Website,0.0,0.2081350417064729
ORD500127,CUST105683,2023-01-07 19:24:00,Completed,Marketplace,5.1,0.0
ORD500128,CUST103976,2023-01-07 20:49:00,Refunded,Website,0.0,0.0
ORD500129,CUST105081,2023-01-07 21:30:00,Completed,Marketplace,0.0,0.1684062384684855
ORD500130,CUST100930,2023-01-07 22:45:00,Completed,Website,0.0,0.0
ORD500131,CUST102485,2023-01-07 22:46:00,Refunded,Marketplace,9.79,0.0
ORD500132,CUST103974,2023-01-07 23:48:00,Completed,Website,0.0,0.0643832834692146
ORD500133,CUST102952,2023-01-08 00:51:00,Refunded,Website,5.38,0.0
ORD500134,CUST101565,2023-01-08 02:49:00,Cancelled,Website,3.58,0.0
ORD500135,CUST105843,2023-01-08 02:52:00,Completed,Website,0.0,0.0
ORD500136,CUST104083,2023-01-08 04:04:00,Completed,Website,8.16,0.0
ORD500137,CUST105672,2023-01-08 05:41:00,Refunded,Marketplace,6.17,0.0
ORD500138,CUST102147,2023-01-08 09:25:00,Cancelled,Marketplace,0.0,0.0
ORD500139,CUST100530,2023-01-08 09:55:00,Refunded,Marketplace,0.0,0.0
ORD500140,CUST101098,2023-01-08 12:19:00,Completed,Website,0.0,0.0677315230533913
ORD500141,CUST100322,2023-01-08 12:21:00,Completed,Website,0.0,0.0
ORD500142,CUST101777,2023-01-08 13:18:00,Cancelled,Website,0.0,0.2123043895532628
ORD500143,CUST102519,2023-01-08 13:56:00,Cancelled,Website,0.0,0.2026772658988021
ORD500144,CUST102015,2023-01-08 15:35:00,Cancelled,Mobile App,0.0,0.0
ORD500145,CUST100858,2023-01-08 15:59:00,Completed,Marketplace,0.0,0.2207763431019584
ORD500146,CUST102688,2023-01-08 16:42:00,Completed,Website,0.0,0.0
ORD500147,CUST102061,2023-01-08 17:13:00,Completed,Website,0.0,0.0
ORD500148,CUST106230,2023-01-08 17:32:00,Cancelled,Marketplace,0.0,0.0
ORD500149,CUST100390,2023-01-08 18:22:00,Completed,Website,0.0,0.0
ORD500150,CUST106609,2023-01-08 18:45:00,Completed,Website,0.0,0.0
ORD500151,CUST103958,2023-01-08 19:21:00,Cancelled,Website,0.0,0.2752760958900603
ORD500152,CUST102890,2023-01-08 19:40:00,Completed,Website,0.0,0.0
ORD500153,CUST105685,2023-01-08 23:30:00,Completed,Website,0.0,0.0
ORD500154,CUST101086,2023-01-08 23:55:00,Completed,Mobile App,0.0,0.0
ORD500155,CUST103016,2023-01-09 00:05:00,Completed,Marketplace,0.0,0.0
ORD500156,CUST100372,2023-01-09 00:12:00,Refunded,Website,0.0,0.0
ORD500157,CUST101124,2023-01-09 00:25:00,Completed,Mobile App,0.0,0.0
ORD500158,CUST102282,2023-01-09 01:08:00,Completed,Website,0.0,0.225336119019031
ORD500159,CUST105303,2023-01-09 01:23:00,Completed,Website,0.0,0.0
ORD500160,CUST101646,2023-01-09 02:24:00,Cancelled,Website,0.0,0.0
ORD500161,CUST101072,2023-01-09 03:25:00,Completed,Website,0.0,0.0
ORD500162,CUST103936,2023-01-09 06:24:00,Refunded,Website,0.0,0.2823641341614967
ORD500163,CUST104296,2023-01-09 07:45:00,Completed,Website,0.0,0.0231007494576035
ORD500164,CUST103326,2023-01-09 08:17:00,Cancelled,Website,11.41,0.0
ORD500165,CUST104671,2023-01-09 08:33:00,Completed,Marketplace,0.0,0.0
ORD500166,CUST106574,2023-01-09 09:13:00,Refunded,Website,0.0,0.0
ORD500167,CUST102511,2023-01-09 10:11:00,Cancelled,Website,0.0,0.109377653622436
ORD500168,CUST100363,2023-01-09 10:20:00,Completed,Website,0.0,0.0
ORD500169,CUST100241,2023-01-09 11:55:00,Completed,Website,0.0,0.0
ORD500170,CUST105466,2023-01-09 13:17:00,Cancelled,Website,0.0,0.0
ORD500171,CUST100661,2023-01-09 14:33:00,Refunded,Website,0.0,0.0
ORD500172,CUST106279,2023-01-09 14:36:00,Completed,Website,0.0,0.0
ORD500173,CUST102208,2023-01-09 15:00:00,Completed,Website,0.0,0.0
ORD500174,CUST106923,2023-01-09 15:22:00,Completed,Website,0.0,0.0
ORD500175,CUST101924,2023-01-09 15:24:00,Cancelled,Mobile App,6.74,0.0
ORD500176,CUST102698,2023-01-09 17:56:00,Completed,Mobile App,0.0,0.0
ORD500177,CUST104076,2023-01-09 18:26:00,Completed,Website,0.0,0.0
ORD500178,CUST105012,2023-01-09 18:46:00,Completed,Marketplace,0.0,0.0
ORD500179,CUST100906,2023-01-09 18:56:00,Completed,Website,0.0,0.1516032064741508
ORD500180,CUST102745,2023-01-09 19:50:00,Completed,Website,0.0,0.0
ORD500181,CUST102833,2023-01-09 21:21:00,Completed,Mobile App,0.0,0.0
ORD500182,CUST105469,2023-01-09 23:32:00,Completed,Marketplace,0.0,0.0
ORD500183,CUST106008,2023-01-09 23:48:00,Refunded,Mobile App,0.0,0.0
ORD500184,CUST103067,2023-01-10 02:09:00,Completed,Mobile App,0.0,0.0
ORD500185,CUST105023,2023-01-10 02:16:00,Completed,Website,0.0,0.0
ORD500186,CUST102068,2023-01-10 03:23:00,Cancelled,Website,0.0,0.0
ORD500187,CUST100508,2023-01-10 04:08:00,Completed,Marketplace,0.0,0.0
ORD500188,CUST103434,2023-01-10 05:15:00,Cancelled,Website,0.0,0.0
ORD500189,CUST102097,2023-01-10 07:09:00,Completed,Website,0.0,0.0
ORD500190,CUST103441,2023-01-10 08:14:00,Refunded,Website,0.0,0.0
ORD500191,CUST102911,2023-01-10 09:53:00,Refunded,Marketplace,0.0,0.0
ORD500192,CUST105316,2023-01-10 11:56:00,Completed,Mobile App,0.0,0.0
ORD500193,CUST105906,2023-01-10 11:57:00,Refunded,Website,0.0,0.0
ORD500194,CUST104533,2023-01-10 12:11:00,Refunded,Mobile App,0.0,0.0445570022457859
ORD500195,CUST102535,2023-01-10 12:35:00,Refunded,Website,0.0,0.0
ORD500196,CUST101370,2023-01-10 13:22:00,Refunded,Website,3.06,0.0467051930204681
ORD500197,CUST106749,2023-01-10 14:17:00,Refunded,Website,0.0,0.1908918378121089
ORD500198,CUST104981,2023-01-10 14:17:00,Refunded,Website,0.0,0.0
ORD500199,CUST101648,2023-01-10 15:55:00,Refunded,Mobile App,0.0,0.1327915970763651
ORD500200,CUST102908,2023-01-10 16:45:00,Refunded,Marketplace,0.0,0.0
ORD500201,CUST104844,2023-01-10 19:18:00,Refunded,Marketplace,0.0,0.0
ORD500202,CUST106570,2023-01-10 19:27:00,Refunded,Mobile App,0.0,0.0
ORD500203,CUST103978,2023-01-10 20:12:00,Completed,Mobile App,11.29,0.0
ORD500204,CUST103173,2023-01-10 20:18:00,Completed,Marketplace,0.0,0.1364793602654985
ORD500205,CUST104300,2023-01-10 20:35:00,Completed,Marketplace,0.0,0.0
ORD500206,CUST103016,2023-01-10 21:29:00,Completed,Marketplace,0.0,0.0598215521580599
ORD500207,CUST101167,2023-01-11 00:02:00,Completed,Website,0.0,0.0
ORD500208,CUST104128,2023-01-11 01:12:00,Cancelled,Marketplace,0.0,0.0
ORD500209,CUST106771,2023-01-11 01:12:00,Completed,Marketplace,0.0,0.0451270329063097
ORD500210,CUST100209,2023-01-11 01:48:00,Completed,Website,0.0,0.0
ORD500211,CUST104340,2023-01-11 02:03:00,Completed,Mobile App,0.0,0.0
ORD500212,CUST103611,2023-01-11 02:42:00,Cancelled,Website,0.0,0.0
ORD500213,CUST104795,2023-01-11 02:48:00,Completed,Website,1.09,0.0
ORD500214,CUST106117,2023-01-11 03:25:00,Refunded,Website,0.0,0.0
ORD500215,CUST100601,2023-01-11 04:52:00,Completed,Website,7.38,0.0203687515443453
ORD500216,CUST105106,2023-01-11 05:29:00,Completed,Website,0.0,0.0
ORD500217,CUST100737,2023-01-11 05:46:00,Completed,Website,0.0,0.0
ORD500218,CUST103618,2023-01-11 05:55:00,Completed,Marketplace,0.0,0.0
ORD500219,CUST103016,2023-01-11 06:02:00,Completed,Marketplace,0.0,0.0
ORD500220,CUST106122,2023-01-11 07:18:00,Cancelled,Website,0.0,0.0
ORD500221,CUST103016,2023-01-11 07:29:00,Refunded,Website,0.0,0.0
ORD500222,CUST104474,2023-01-11 08:58:00,Cancelled,Website,0.0,0.0
ORD500223,CUST101078,2023-01-11 09:20:00,Completed,Mobile App,0.0,0.0
ORD500224,CUST106007,2023-01-11 10:14:00,Completed,Marketplace,0.0,0.1371226774963824
ORD500225,CUST105032,2023-01-11 10:55:00,Refunded,Website,0.0,0.0
ORD500226,CUST100262,2023-01-11 11:09:00,Completed,Website,0.0,0.0
ORD500227,CUST106408,2023-01-11 12:17:00,Completed,Website,0.0,0.0
ORD500228,CUST102727,2023-01-11 12:57:00,Completed,Website,0.0,0.0
ORD500229,CUST104038,2023-01-11 13:04:00,Completed,Website,0.0,0.0251262136483417
ORD500230,CUST102390,2023-01-11 14:13:00,Completed,Marketplace,0.0,0.0
ORD500231,CUST106590,2023-01-11 14:26:00,Completed,Mobile App,0.0,0.2637585772013812
ORD500232,CUST102731,2023-01-11 16:45:00,Refunded,Website,0.0,0.0
ORD500233,CUST105245,2023-01-11 17:03:00,Cancelled,Website,0.0,0.0
ORD500234,CUST102336,2023-01-11 17:18:00,Refunded,Website,6.19,0.0
ORD500235,CUST104276,2023-01-11 17:22:00,Cancelled,Mobile App,0.0,0.2877880511137854
ORD500236,CUST105233,2023-01-11 18:16:00,Refunded,Marketplace,0.0,0.0
ORD500237,CUST105299,2023-01-11 19:27:00,Completed,Marketplace,0.0,0.2065821601096747
ORD500238,CUST101208,2023-01-11 20:14:00,Completed,Website,0.0,0.0319606671583602
ORD500239,CUST103016,2023-01-11 21:01:00,Completed,Website,0.0,0.0
ORD500240,CUST105786,2023-01-11 21:56:00,Cancelled,Website,0.0,0.0
ORD500241,CUST106523,2023-01-11 22:06:00,Completed,Website,0.0,0.0
ORD500242,CUST100241,2023-01-11 22:52:00,Cancelled,Marketplace,0.0,0.0
ORD500243,CUST104609,2023-01-11 23:26:00,Completed,Website,0.0,0.0
ORD500244,CUST105758,2023-01-11 23:33:00,Refunded,Marketplace,0.0,0.0
ORD500245,CUST103756,2023-01-12 00:34:00,Refunded,Website,0.0,0.0
ORD500246,CUST106069,2023-01-12 00:38:00,Cancelled,Website,0.0,0.0
ORD500247,CUST106176,2023-01-12 01:33:00,Refunded,Website,0.0,0.0
ORD500248,CUST104066,2023-01-12 01:55:00,Refunded,Website,0.0,0.0
ORD500249,CUST102389,2023-01-12 02:49:00,Completed,Marketplace,0.0,0.0
ORD500250,CUST100589,2023-01-12 03:41:00,Completed,Marketplace,0.0,0.0
ORD500251,CUST105612,2023-01-12 03:58:00,Cancelled,Website,0.0,0.2259191728766172
ORD500252,CUST106235,2023-01-12 04:18:00,Completed,Website,0.0,0.0
ORD500253,CUST104067,2023-01-12 04:54:00,Completed,Website,0.0,0.0
ORD500254,CUST104198,2023-01-12 05:06:00,Completed,Marketplace,0.0,0.0
ORD500255,CUST103287,2023-01-12 07:31:00,Completed,Mobile App,0.0,0.1058829460326967
ORD500256,CUST103340,2023-01-12 07:57:00,Completed,Mobile App,0.0,0.2301694784800177
ORD500257,CUST101581,2023-01-12 08:37:00,Completed,Website,0.0,0.0
ORD500258,CUST104079,2023-01-12 08:39:00,Completed,Mobile App,0.0,0.0
ORD500259,CUST104902,2023-01-12 09:23:00,Completed,Website,0.0,0.0
ORD500260,CUST100069,2023-01-12 11:51:00,Cancelled,Website,0.0,0.0097050871276765
ORD500261,CUST104067,2023-01-12 12:38:00,Refunded,Website,0.0,0.0
ORD500262,CUST105420,2023-01-12 12:49:00,Completed,Website,0.0,0.0
ORD500263,CUST104369,2023-01-12 13:03:00,Completed,Website,2.63,0.2918874146195231
ORD500264,CUST106901,2023-01-12 13:44:00,Refunded,Marketplace,10.24,0.0
ORD500265,CUST103016,2023-01-12 14:32:00,Completed,Website,0.0,0.2231876694026168
ORD500266,CUST102447,2023-01-12 14:46:00,Refunded,Mobile App,0.0,0.0
ORD500267,CUST104840,2023-01-12 15:10:00,Refunded,Marketplace,8.0,0.1155365269835995
ORD500268,CUST106952,2023-01-12 15:20:00,Cancelled,Website,0.42,0.0
ORD500269,CUST105983,2023-01-12 15:27:00,Cancelled,Marketplace,0.0,0.0
ORD500270,CUST105635,2023-01-12 16:12:00,Completed,Marketplace,0.0,0.0
ORD500271,CUST102339,2023-01-12 16:19:00,Completed,Website,0.0,0.0
ORD500272,CUST105574,2023-01-12 18:20:00,Refunded,Website,0.0,0.1973637558823552
ORD500273,CUST100936,2023-01-12 18:50:00,Refunded,Website,0.0,0.0
ORD500274,CUST103385,2023-01-12 19:01:00,Cancelled,Mobile App,0.0,0.0
ORD500275,CUST104339,2023-01-12 20:56:00,Cancelled,Marketplace,0.0,0.0
ORD500276,CUST104083,2023-01-12 21:37:00,Completed,Website,0.0,0.0
ORD500277,CUST103205,2023-01-12 22:02:00,Completed,Mobile App,0.0,0.0
ORD500278,CUST100171,2023-01-12 22:33:00,Refunded,Marketplace,0.0,0.0
ORD500279,CUST101719,2023-01-12 22:48:00,Completed,Website,0.0,0.0
ORD500280,CUST104829,2023-01-12 23:14:00,Refunded,Marketplace,0.0,0.0
ORD500281,CUST103016,2023-01-13 01:12:00,Completed,Website,0.0,0.0
ORD500282,CUST105029,2023-01-13 01:34:00,Refunded,Marketplace,0.0,0.0
ORD500283,CUST104243,2023-01-13 01:45:00,Cancelled,Mobile App,0.0,0.0
ORD500284,CUST104870,2023-01-13 01:50:00,Completed,Marketplace,0.0,0.1895225325127456
ORD500285,CUST103649,2023-01-13 01:56:00,Completed,Website,6.59,0.2737918679645974
ORD500286,CUST106286,2023-01-13 02:24:00,Completed,Website,0.0,0.0
ORD500287,CUST104262,2023-01-13 02:39:00,Completed,Website,0.0,0.1585977833685128
ORD500288,CUST100241,2023-01-13 05:51:00,Refunded,Marketplace,0.0,0.0
ORD500289,CUST104541,2023-01-13 07:01:00,Cancelled,Marketplace,0.0,0.0
ORD500290,CUST106240,2023-01-13 07:14:00,Completed,Marketplace,0.0,0.0
ORD500291,CUST104504,2023-01-13 07:21:00,Completed,Website,0.0,0.2698837840756239
ORD500292,CUST102261,2023-01-13 07:21:00,Completed,Website,0.0,0.0
ORD500293,CUST100496,2023-01-13 08:51:00,Completed,Marketplace,0.0,0.0
ORD500294,CUST100390,2023-01-13 10:05:00,Completed,Website,0.0,0.0
ORD500295,CUST104831,2023-01-13 12:58:00,Completed,Website,0.0,0.0
ORD500296,CUST103952,2023-01-13 13:11:00,Refunded,Website,0.0,0.0
ORD500297,CUST106551,2023-01-13 13:54:00,Completed,Website,0.0,0.0
ORD500298,CUST101775,2023-01-13 15:43:00,Cancelled,Marketplace,0.0,0.2084359437060995
ORD500299,CUST100927,2023-01-13 15:47:00,Completed,Mobile App,0.0,0.0
ORD500300,CUST100919,2023-01-13 16:41:00,Completed,Marketplace,0.0,0.0
ORD500301,CUST100736,2023-01-13 16:50:00,Completed,Website,0.0,0.0
ORD500302,CUST101072,2023-01-13 16:55:00,Refunded,Mobile App,0.0,0.0
ORD500303,CUST102374,2023-01-13 17:43:00,Completed,Website,0.0,0.0
ORD500304,CUST106025,2023-01-13 17:54:00,Refunded,Website,8.95,0.0
ORD500305,CUST104229,2023-01-13 18:46:00,Completed,Marketplace,0.0,0.0
ORD500306,CUST104746,2023-01-13 18:58:00,Cancelled,Mobile App,0.0,0.0
ORD500307,CUST100876,2023-01-13 19:21:00,Completed,Website,0.0,0.0
ORD500308,CUST100587,2023-01-13 19:22:00,Completed,Website,0.0,0.0
ORD500309,CUST103016,2023-01-13 20:23:00,Completed,Website,0.0,0.0
ORD500310,CUST103398,2023-01-13 21:55:00,Cancelled,Marketplace,6.78,0.167650726769719
ORD500311,CUST104404,2023-01-13 22:14:00,Refunded,Marketplace,0.0,0.012880252060022
ORD500312,CUST102066,2023-01-13 22:40:00,Completed,Mobile App,0.0,0.0
ORD500313,CUST101443,2023-01-13 22:48:00,Completed,Website,0.0,0.2900805038760632
ORD500314,CUST102339,2023-01-13 23:10:00,Cancelled,Marketplace,0.0,0.0369910432028308
ORD500315,CUST103192,2023-01-14 01:21:00,Completed,Website,0.0,0.0
ORD500316,CUST104039,2023-01-14 02:30:00,Cancelled,Mobile App,0.0,0.0
ORD500317,CUST104777,2023-01-14 02:57:00,Completed,Website,0.0,0.0158695943651198
ORD500318,CUST101789,2023-01-14 04:06:00,Refunded,Website,0.0,0.0
ORD500319,CUST104165,2023-01-14 04:13:00,Cancelled,Website,0.0,0.0
ORD500320,CUST103259,2023-01-14 04:38:00,Completed,Website,0.0,0.0
ORD500321,CUST106443,2023-01-14 05:31:00,Completed,Website,0.0,0.2312177591043364
ORD500322,CUST102486,2023-01-14 05:36:00,Refunded,Website,0.0,0.0
ORD500323,CUST104127,2023-01-14 05:47:00,Cancelled,Website,0.0,0.0
