order_item_id,order_id,product_id,quantity,unit_price,discount,cost
ITEM0000235,ORD500159,PROD1258,1,128.51,0.0,91.1
ITEM0000236,ORD500159,PROD1213,1,130.86,0.0,77.08
ITEM0000237,ORD500160,PROD1160,1,64.71,0.0,34.19
ITEM0000238,ORD500161,PROD1068,1,72.86,0.0,32.5
ITEM0000239,ORD500161,PROD1156,1,174.1,0.0,104.2
ITEM0000240,ORD500162,PROD1156,1,174.1,0.251,104.2
ITEM0000241,ORD500162,PROD1250,1,64.46,0.273,31.5
ITEM0000242,ORD500163,PROD1249,3,79.75,0.019,45.09
ITEM0000243,ORD500164,PROD1239,1,29.99,0.0,19.28
ITEM0000244,ORD500165,PROD1249,1,79.75,0.0,45.09
ITEM0000245,ORD500165,PROD1106,1,68.34,0.0,37.68
ITEM0000246,ORD500166,PROD1234,3,273.87,0.0,207.15
ITEM0000247,ORD500167,PROD1159,1,12.52,0.091,5.47
ITEM0000248,ORD500167,PROD1199,1,192.1,0.099,120.75
ITEM0000249,ORD500168,PROD1179,1,185.55,0.0,130.52
ITEM0000250,ORD500169,PROD1249,1,79.75,0.0,45.09
ITEM0000251,ORD500169,PROD1072,1,37.9,0.0,23.13
ITEM0000252,ORD500170,PROD1029,1,83.11,0.0,39.89
ITEM0000253,ORD500171,PROD1155,1,78.32,0.0,30.86
ITEM0000254,ORD500171,PROD1050,1,159.48,0.0,102.33
ITEM0000255,ORD500172,PROD1008,1,150.9,0.0,85.71
ITEM0000256,ORD500172,PROD1015,1,118.79,0.0,78.84
ITEM0000257,ORD500173,PROD1001,1,89.0,0.0,64.36
ITEM0000258,ORD500174,PROD1080,1,84.99,0.0,32.53
ITEM0000260,ORD500174,PROD1179,1,185.55,0.0,130.52
ITEM0000261,ORD500175,PROD1026,1,23.52,0.0,14.56
ITEM0000262,ORD500176,PROD1113,2,59.98,0.0,27.21
ITEM0000263,ORD500177,PROD1015,1,118.79,0.0,78.84
ITEM0000264,ORD500177,PROD1169,1,285.61,0.0,198.6
ITEM0000265,ORD500178,PROD1111,1,212.9,0.0,125.86
ITEM0000266,ORD500178,PROD1126,1,212.95,0.0,123.68
ITEM0000267,ORD500179,PROD1190,1,157.61,0.142,103.7
ITEM0000268,ORD500180,PROD1001,1,89.0,0.0,64.36
ITEM0000269,ORD500181,PROD1001,1,89.0,0.0,64.36
ITEM0000270,ORD500181,PROD1205,1,138.63,0.0,97.89
ITEM0000271,ORD500182,PROD1206,1,159.99,0.0,98.27
ITEM0000272,ORD500183,PROD1127,1,60.63,0.0,28.56
ITEM0000273,ORD500183,PROD1203,1,111.22,0.0,78.47
ITEM0000274,ORD500184,PROD1235,1,56.93,0.0,33.36
ITEM0000275,ORD500184,PROD1177,1,324.5,0.0,237.76
ITEM0000276,ORD500185,PROD1065,2,66.51,0.0,26.46
ITEM0000277,ORD500186,PROD1074,1,84.18,0.0,34.56
ITEM0000278,ORD500187,PROD1085,1,73.03,0.0,40.21
ITEM0000279,ORD500188,PROD1003,1,88.29,0.0,51.62
ITEM0000280,ORD500189,PROD1068,1,72.86,0.0,32.5
ITEM0000281,ORD500190,PROD1065,1,66.51,0.0,26.46
ITEM0000282,ORD500191,PROD1025,1,228.16,0.0,136.9
ITEM0000283,ORD500191,PROD1078,1,122.53,0.0,73.52
ITEM0000284,ORD500192,PROD1155,1,78.32,0.0,30.86
ITEM0000285,ORD500192,PROD1114,1,287.03,0.0,203.07
ITEM0000286,ORD500192,PROD1094,1,19.08,0.0,11.56
ITEM0000287,ORD500193,PROD1003,1,88.29,0.0,51.62
ITEM0000288,ORD500194,PROD1015,3,118.79,0.037,78.84
ITEM0000289,ORD500194,PROD1019,2,132.53,0.042,71.39
ITEM0000290,ORD500194,PROD1234,1,273.87,0.039,207.15
ITEM0000291,ORD500195,PROD1218,1,89.62,0.0,48.47
ITEM0000292,ORD500196,PROD1253,1,36.57,0.046,20.38
ITEM0000293,ORD500197,PROD1075,1,60.21,0.172,43.8
ITEM0000294,ORD500197,PROD1004,1,58.14,0.173,31.95
ITEM0000295,ORD500198,PROD1075,1,60.21,0.0,43.8
ITEM0000296,ORD500198,PROD1223,3,17.08,0.0,9.86
ITEM0000297,ORD500199,PROD1012,1,214.85,0.127,144.61
ITEM0000298,ORD500199,PROD1259,1,77.67,0.129,40.1
ITEM0000299,ORD500200,PROD1128,1,211.71,0.0,152.14
ITEM0000300,ORD500201,PROD1246,1,166.72,0.0,104.75
ITEM0000301,ORD500201,PROD1016,1,16.39,0.0,7.96
ITEM0000302,ORD500202,PROD1147,1,56.65,0.0,37.71
ITEM0000303,ORD500202,PROD1224,1,256.54,0.0,206.79
ITEM0000304,ORD500203,PROD1042,1,21.16,0.0,11.14
ITEM0000305,ORD500204,PROD1058,1,61.33,0.118,33.92
ITEM0000306,ORD500204,PROD1051,1,111.06,0.124,71.48
ITEM0000307,ORD500205,PROD1164,1,100.79,0.0,70.25
ITEM0000308,ORD500206,PROD1012,1,214.85,0.053,144.61
ITEM0000309,ORD500207,PROD1120,2,19.71,0.0,8.31
ITEM0000310,ORD500207,PROD1068,1,72.86,0.0,32.5
ITEM0000311,ORD500208,PROD1063,1,108.53,0.0,69.61
ITEM0000312,ORD500209,PROD1249,1,79.75,0.037,45.09
ITEM0000313,ORD500209,PROD1207,1,31.62,0.04,20.07
ITEM0000314,ORD500209,PROD1072,1,37.9,0.044,23.13
ITEM0000315,ORD500209,PROD1080,1,84.99,0.037,32.53
ITEM0000316,ORD500210,PROD1179,1,185.55,0.0,130.52
ITEM0000317,ORD500211,PROD1249,1,79.75,0.0,45.09
ITEM0000318,ORD500212,PROD1232,1,34.28,0.0,12.56
ITEM0000319,ORD500212,PROD1033,1,185.77,0.0,136.62
ITEM0000320,ORD500213,PROD1014,1,46.51,0.0,17.38
ITEM0000321,ORD500214,PROD1119,1,115.39,0.0,69.28
ITEM0000322,ORD500214,PROD1028,1,126.14,0.0,69.72
ITEM0000323,ORD500215,PROD1232,1,34.28,0.019,12.56
ITEM0000324,ORD500216,PROD1107,1,132.2,0.0,90.01
ITEM0000325,ORD500217,PROD1186,1,88.95,0.0,41.96
ITEM0000326,ORD500217,PROD1079,2,207.51,0.0,124.51
ITEM0000327,ORD500218,PROD1165,2,66.91,0.0,45.89
ITEM0000328,ORD500219,PROD1169,1,285.61,0.0,198.6
ITEM0000329,ORD500220,PROD1249,1,79.75,0.0,45.09
ITEM0000330,ORD500221,PROD1153,1,111.18,0.0,78.23
ITEM0000331,ORD500222,PROD1237,1,190.21,0.0,136.68
ITEM0000332,ORD500223,PROD1069,3,30.25,0.0,17.21
ITEM0000333,ORD500223,PROD1102,1,204.96,0.0,120.07
ITEM0000334,ORD500224,PROD1152,2,86.17,0.118,21.54
ITEM0000335,ORD500225,PROD1231,1,78.58,0.0,36.52
ITEM0000336,ORD500226,PROD1003,2,88.29,0.0,51.62
ITEM0000337,ORD500227,PROD1107,1,132.2,0.0,90.01
ITEM0000338,ORD500228,PROD1228,2,114.29,0.0,62.48
ITEM0000339,ORD500229,PROD1054,1,11.68,0.025,4.71
ITEM0000340,ORD500229,PROD1058,2,61.33,0.02,33.92
ITEM0000341,ORD500230,PROD1198,1,152.62,0.0,89.43
ITEM0000342,ORD500231,PROD1028,1,126.14,0.235,69.72
ITEM0000343,ORD500232,PROD1165,1,66.91,0.0,45.89
ITEM0000344,ORD500233,PROD1044,2,140.87,0.0,80.66
ITEM0000345,ORD500234,PROD1245,1,39.81,0.0,14.05
ITEM0000346,ORD500235,PROD1230,1,138.35,0.263,90.75
ITEM0000347,ORD500235,PROD1162,1,72.45,0.273,43.05
ITEM0000348,ORD500235,PROD1078,1,122.53,0.276,73.52
ITEM0000349,ORD500236,PROD1001,1,89.0,0.0,64.36
ITEM0000350,ORD500236,PROD1246,1,166.72,0.0,104.75
ITEM0000351,ORD500237,PROD1159,2,12.52,0.199,5.47
ITEM0000352,ORD500237,PROD1204,1,54.71,0.201,26.85
ITEM0000353,ORD500238,PROD1224,1,256.54,0.028,206.79
ITEM0000354,ORD500238,PROD1249,1,79.75,0.028,45.09
ITEM0000355,ORD500239,PROD1090,1,149.74,0.0,86.87
ITEM0000356,ORD500239,PROD1230,1,138.35,0.0,90.75
ITEM0000357,ORD500240,PROD1165,1,66.91,0.0,45.89
ITEM0000358,ORD500241,PROD1165,2,66.91,0.0,45.89
ITEM0000359,ORD500241,PROD1067,1,71.76,0.0,33.06
ITEM0000360,ORD500241,PROD1084,1,98.18,0.0,46.44
ITEM0000361,ORD500241,PROD1008,2,150.9,0.0,85.71
ITEM0000362,ORD500242,PROD1087,1,150.99,0.0,123.62
ITEM0000363,ORD500242,PROD1258,1,128.51,0.0,91.1
ITEM0000364,ORD500243,PROD1165,1,66.91,0.0,45.89
ITEM0000365,ORD500243,PROD1147,1,56.65,0.0,37.71
ITEM0000366,ORD500244,PROD1139,1,297.03,0.0,189.95
ITEM0000367,ORD500245,PROD1152,1,86.17,0.0,21.54
ITEM0000368,ORD500246,PROD1107,1,132.2,0.0,90.01
ITEM0000369,ORD500246,PROD1207,1,31.62,0.0,20.07
ITEM0000370,ORD500247,PROD1254,1,73.92,0.0,33.51
ITEM0000371,ORD500248,PROD1213,1,130.86,0.0,77.08
ITEM0000372,ORD500248,PROD1070,1,87.92,0.0,48.84
ITEM0000373,ORD500248,PROD1001,1,89.0,0.0,64.36
ITEM0000374,ORD500249,PROD1054,1,11.68,0.0,4.71
ITEM0000375,ORD500249,PROD1107,1,132.2,0.0,90.01
ITEM0000376,ORD500250,PROD1167,1,16.48,0.0,7.59
ITEM0000377,ORD500251,PROD1133,1,142.42,0.22,101.19
ITEM0000378,ORD500252,PROD1165,1,66.91,0.0,45.89
ITEM0000379,ORD500253,PROD1097,1,14.11,0.0,5.95
ITEM0000380,ORD500253,PROD1088,1,74.28,0.0,33.33
ITEM0000381,ORD500253,PROD1175,1,122.04,0.0,73.22
ITEM0000382,ORD500254,PROD1258,1,128.51,0.0,91.1
ITEM0000383,ORD500255,PROD1110,1,56.94,0.105,35.75
ITEM0000384,ORD500256,PROD1258,1,128.51,0.195,91.1
ITEM0000385,ORD500257,PROD1248,1,315.49,0.0,227.68
ITEM0000386,ORD500257,PROD1107,1,132.2,0.0,90.01
ITEM0000387,ORD500258,PROD1184,1,16.83,0.0,6.54
ITEM0000388,ORD500258,PROD1151,1,43.76,0.0,28.88
ITEM0000389,ORD500259,PROD1096,1,123.0,0.0,71.44
ITEM0000390,ORD500259,PROD1167,1,16.48,0.0,7.59
ITEM0000391,ORD500260,PROD1066,2,138.09,0.008,179.52
ITEM0000392,ORD500261,PROD1150,1,194.91,0.0,108.75
ITEM0000393,ORD500261,PROD1060,1,33.31,0.0,21.99
ITEM0000394,ORD500262,PROD1258,1,128.51,0.0,91.1
ITEM0000395,ORD500263,PROD1184,1,16.83,0.275,6.54
ITEM0000396,ORD500264,PROD1253,1,36.57,0.0,20.38
ITEM0000397,ORD500265,PROD1147,1,56.65,0.201,37.71
ITEM0000398,ORD500265,PROD1152,2,86.17,0.206,21.54
ITEM0000399,ORD500265,PROD1004,1,58.14,0.186,31.95
ITEM0000400,ORD500265,PROD1153,3,111.18,0.193,78.23
ITEM0000401,ORD500266,PROD1001,1,89.0,0.0,64.36
ITEM0000402,ORD500266,PROD1063,1,108.53,0.0,69.61
ITEM0000403,ORD500266,PROD1034,1,47.1,0.0,27.87
ITEM0000404,ORD500267,PROD1016,1,16.39,0.112,7.96
ITEM0000405,ORD500268,PROD1108,1,39.5,0.0,20.81
ITEM0000406,ORD500269,PROD1001,1,89.0,0.0,64.36
ITEM0000407,ORD500270,PROD1033,1,185.77,0.0,136.62
ITEM0000408,ORD500271,PROD1058,1,61.33,0.0,33.92
ITEM0000409,ORD500272,PROD1023,1,101.06,0.168,55.88
ITEM0000410,ORD500272,PROD1051,1,111.06,0.195,71.48
