event_id,customer_id,session_id,event_timestamp,device,traffic_source,event_type,product_id
EVT00000083,CUST100306,feb44d88-270,2025-03-09 12:24:00,Tablet,Organic Search,product_view,PROD1102
EVT00000084,CUST100306,feb44d88-270,2025-03-09 12:26:00,Tablet,Organic Search,add_to_cart,PROD1193
EVT00000085,CUST101461,31c0affe-062,2024-07-01 17:06:00,Mobile,Email,site_visit,
EVT00000086,CUST102531,b9a44ea9-199,2024-10-29 19:40:00,Mobile,Paid Search,site_visit,
EVT00000087,CUST102531,b9a44ea9-199,2024-10-29 19:42:00,Mobile,Paid Search,product_view,PROD1078
EVT00000088,CUST102531,b9a44ea9-199,2024-10-29 19:46:00,Mobile,Paid Search,add_to_cart,PROD1111
EVT00000089,CUST102531,b9a44ea9-199,2024-10-29 19:48:00,Mobile,Paid Search,checkout_start,PROD1202
EVT00000090,CUST102531,b9a44ea9-199,2024-10-29 19:52:00,Mobile,Paid Search,purchase,PROD1169
EVT00000091,CUST105206,c13a799c-385,2024-12-22 12:25:00,Desktop,Organic Search,site_visit,
EVT00000092,CUST105206,c13a799c-385,2024-12-22 12:29:00,Desktop,Organic Search,product_view,PROD1062
EVT00000093,CUST105134,b624eac8-97e,2025-09-08 23:23:00,Mobile,Referral,site_visit,
EVT00000094,,10a34edb-cc2,2023-03-26 07:05:00,Desktop,Social Media,site_visit,
EVT00000095,,10a34edb-cc2,2023-03-26 07:08:00,Desktop,Social Media,product_view,PROD1028
EVT00000096,CUST100172,3fe1a27a-67c,2023-12-19 06:11:00,Tablet,Paid Search,site_visit,
EVT00000097,CUST100116,aaa9deb3-454,2025-11-28 22:59:00,Tablet,Referral,site_visit,
EVT00000098,CUST100116,aaa9deb3-454,2025-11-28 23:01:00,Tablet,Referral,product_view,PROD1128
EVT00000099,CUST103516,bda9e79e-417,2025-03-25 05:49:00,Desktop,Direct,site_visit,
EVT00000100,CUST103516,bda9e79e-417,2025-03-25 05:51:00,Desktop,Direct,product_view,PROD1047
EVT00000101,CUST106185,3d8d8b90-9b6,2025-05-12 21:15:00,Tablet,Email,site_visit,
EVT00000102,CUST106562,86e63733-179,2025-11-25 07:24:00,Desktop,Organic Search,site_visit,
EVT00000103,CUST106562,86e63733-179,2025-11-25 07:25:00,Desktop,Organic Search,product_view,PROD1152
EVT00000104,,1a267a05-106,2023-07-19 15:44:00,Mobile,Paid Search,site_visit,
EVT00000105,,1a267a05-106,2023-07-19 15:46:00,Mobile,Paid Search,product_view,PROD1217
EVT00000106,,1a267a05-106,2023-07-19 15:51:00,Mobile,Paid Search,add_to_cart,PROD1008
EVT00000107,,1a267a05-106,2023-07-19 15:53:00,Mobile,Paid Search,checkout_start,PROD1231
EVT00000108,,1a267a05-106,2023-07-19 15:54:00,Mobile,Paid Search,purchase,PROD1164
EVT00000109,,699902f1-f72,2023-12-26 01:28:00,Mobile,Paid Search,site_visit,
EVT00000110,,699902f1-f72,2023-12-26 01:30:00,Mobile,Paid Search,product_view,PROD1105
EVT00000111,CUST106268,00e721ae-d90,2025-03-31 09:32:00,Desktop,Referral,site_visit,
EVT00000112,CUST105277,d8e7490f-4e3,2025-10-23 02:22:00,Mobile,Organic Search,site_visit,
EVT00000113,CUST105277,d8e7490f-4e3,2025-10-23 02:25:00,Mobile,Organic Search,product_view,PROD1133
EVT00000114,,476bbd7d-ebe,2024-11-26 10:53:00,Mobile,Paid Search,site_visit,
EVT00000115,,476bbd7d-ebe,2024-11-26 10:57:00,Mobile,Paid Search,product_view,PROD1103
EVT00000116,,c8afbea7-e47,2024-05-18 11:01:00,Tablet,Social Media,site_visit,
EVT00000117,,c8afbea7-e47,2024-05-18 11:02:00,Tablet,Social Media,product_view,PROD1063
EVT00000118,CUST101332,08c88c2f-e8f,2025-12-29 17:06:00,Mobile,Organic Search,site_visit,
EVT00000119,CUST101332,08c88c2f-e8f,2025-12-29 17:09:00,Mobile,Organic Search,product_view,PROD1076
EVT00000120,CUST101332,08c88c2f-e8f,2025-12-29 17:11:00,Mobile,Organic Search,add_to_cart,PROD1256
EVT00000121,CUST104753,7e28d07a-7df,2024-08-11 12:49:00,Mobile,Organic Search,site_visit,
EVT00000122,CUST101933,6528d730-abe,2023-02-11 07:21:00,Mobile,Referral,site_visit,
EVT00000123,CUST103511,305fb756-d3a,2025-11-09 19:30:00,Mobile,Organic Search,site_visit,
EVT00000124,CUST103511,305fb756-d3a,2025-11-09 19:33:00,Mobile,Organic Search,product_view,PROD1211
EVT00000125,CUST102737,a38f87c4-b8a,2025-11-20 16:43:00,Mobile,Organic Search,site_visit,
EVT00000126,CUST102737,a38f87c4-b8a,2025-11-20 16:48:00,Mobile,Organic Search,product_view,PROD1020
EVT00000127,CUST102737,a38f87c4-b8a,2025-11-20 16:50:00,Mobile,Organic Search,add_to_cart,PROD1089
EVT00000128,CUST102737,a38f87c4-b8a,2025-11-20 16:51:00,Mobile,Organic Search,checkout_start,PROD1208
EVT00000129,,c2adc788-975,2025-11-07 11:32:00,Mobile,Referral,site_visit,
EVT00000130,CUST101931,360d2444-afd,2023-10-08 10:01:00,Mobile,Email,site_visit,
EVT00000131,CUST101931,360d2444-afd,2023-10-08 10:06:00,Mobile,Email,product_view,PROD1164
EVT00000132,CUST101931,360d2444-afd,2023-10-08 10:11:00,Mobile,Email,add_to_cart,PROD1236
EVT00000133,CUST106389,e17486d3-392,2025-11-20 12:12:00,Desktop,Organic Search,site_visit,
EVT00000134,CUST106389,e17486d3-392,2025-11-20 12:15:00,Desktop,Organic Search,product_view,PROD1047
EVT00000135,CUST102984,68d211ee-b12,2023-12-13 03:14:00,Desktop,Paid Search,site_visit,
EVT00000136,CUST102984,68d211ee-b12,2023-12-13 03:17:00,Desktop,Paid Search,product_view,PROD1258
EVT00000137,CUST106202,08068f25-b28,2025-01-31 09:26:00,Mobile,Paid Search,site_visit,
EVT00000138,CUST106202,08068f25-b28,2025-01-31 09:29:00,Mobile,Paid Search,product_view,PROD1077
EVT00000139,CUST104919,50d8e2b7-768,2025-11-27 06:30:00,Desktop,Social Media,site_visit,
EVT00000140,CUST104919,50d8e2b7-768,2025-11-27 06:32:00,Desktop,Social Media,product_view,PROD1009
EVT00000141,CUST105617,816a147f-c42,2024-09-12 08:24:00,Desktop,Email,site_visit,
EVT00000142,CUST105617,816a147f-c42,2024-09-12 08:29:00,Desktop,Email,product_view,PROD1038
EVT00000143,CUST105617,816a147f-c42,2024-09-12 08:32:00,Desktop,Email,add_to_cart,PROD1025
EVT00000144,CUST103990,c3852a29-220,2024-07-16 04:49:00,Desktop,Social Media,site_visit,
EVT00000145,CUST103990,c3852a29-220,2024-07-16 04:51:00,Desktop,Social Media,product_view,PROD1119
EVT00000146,,2b28067b-429,2023-08-30 17:50:00,Mobile,Organic Search,site_visit,
EVT00000147,,2b28067b-429,2023-08-30 17:55:00,Mobile,Organic Search,product_view,PROD1228
EVT00000148,,2b28067b-429,2023-08-30 17:57:00,Mobile,Organic Search,add_to_cart,PROD1084
EVT00000149,,2b28067b-429,2023-08-30 17:58:00,Mobile,Organic Search,checkout_start,PROD1235
EVT00000150,,ec5c783c-4b4,2024-01-23 07:01:00,Mobile,Email,site_visit,
EVT00000151,CUST102746,fda3cb9d-112,2025-09-25 12:32:00,Tablet,Social Media,site_visit,
EVT00000152,CUST102746,fda3cb9d-112,2025-09-25 12:37:00,Tablet,Social Media,product_view,PROD1065
EVT00000153,CUST103700,a9b181ec-c4e,2025-12-06 14:28:00,Mobile,Social Media,site_visit,
EVT00000154,CUST101924,c01c1ea5-35b,2025-12-02 05:33:00,Desktop,Social Media,site_visit,
EVT00000155,CUST101924,c01c1ea5-35b,2025-12-02 05:34:00,Desktop,Social Media,product_view,PROD1178
EVT00000156,CUST101507,47abd6f0-758,2023-12-13 09:17:00,Mobile,Email,site_visit,
EVT00000157,CUST104037,949bb44b-859,2025-10-18 00:19:00,Mobile,Social Media,site_visit,
EVT00000158,CUST101372,53c355a8-2a6,2025-01-21 23:12:00,Mobile,Organic Search,site_visit,
EVT00000159,CUST101372,53c355a8-2a6,2025-01-21 23:13:00,Mobile,Organic Search,product_view,PROD1155
EVT00000160,CUST106565,06394be9-863,2023-05-13 22:16:00,Mobile,Direct,site_visit,
EVT00000161,CUST106565,06394be9-863,2023-05-13 22:17:00,Mobile,Direct,product_view,PROD1218
EVT00000162,CUST106565,06394be9-863,2023-05-13 22:22:00,Mobile,Direct,add_to_cart,PROD1025
EVT00000163,CUST106565,06394be9-863,2023-05-13 22:25:00,Mobile,Direct,checkout_start,PROD1099
EVT00000164,CUST106565,06394be9-863,2023-05-13 22:29:00,Mobile,Direct,purchase,PROD1071
EVT00000165,CUST100140,f61a3e3c-684,2024-01-25 11:59:00,Desktop,Social Media,site_visit,
EVT00000166,CUST100140,f61a3e3c-684,2024-01-25 12:03:00,Desktop,Social Media,product_view,PROD1162
EVT00000167,,c58e7bf7-c4e,2025-07-13 21:09:00,Mobile,Direct,site_visit,
EVT00000168,,19d96d30-926,2025-08-29 05:29:00,Tablet,Social Media,site_visit,
EVT00000169,,19d96d30-926,2025-08-29 05:34:00,Tablet,Social Media,product_view,PROD1142
EVT00000170,,19d96d30-926,2025-08-29 05:38:00,Tablet,Social Media,add_to_cart,PROD1162
EVT00000171,,cc0fa0e4-b3b,2025-08-20 17:01:00,Mobile,Paid Search,site_visit,
EVT00000172,CUST100914,0f017bde-305,2025-04-14 10:21:00,Desktop,Direct,site_visit,
EVT00000173,,26b2505e-178,2025-05-12 05:28:00,Mobile,Referral,site_visit,
EVT00000174,,26b2505e-178,2025-05-12 05:32:00,Mobile,Referral,product_view,PROD1189
EVT00000175,,26b2505e-178,2025-05-12 05:34:00,Mobile,Referral,add_to_cart,PROD1057
EVT00000176,,26b2505e-178,2025-05-12 05:39:00,Mobile,Referral,checkout_start,PROD1014
EVT00000177,,26b2505e-178,2025-05-12 05:43:00,Mobile,Referral,purchase,PROD1038
EVT00000178,,2668ed16-78d,2024-04-22 06:44:00,Mobile,Paid Search,site_visit,
EVT00000179,,2668ed16-78d,2024-04-22 06:47:00,Mobile,Paid Search,product_view,PROD1171
EVT00000180,,2668ed16-78d,2024-04-22 06:49:00,Mobile,Paid Search,add_to_cart,PROD1219
EVT00000181,,2668ed16-78d,2024-04-22 06:51:00,Mobile,Paid Search,checkout_start,PROD1013
EVT00000182,,2668ed16-78d,2024-04-22 06:55:00,Mobile,Paid Search,purchase,PROD1201
EVT00000183,,39417854-cc8,2023-06-07 15:51:00,Mobile,Direct,site_visit,
EVT00000184,,39417854-cc8,2023-06-07 15:55:00,Mobile,Direct,product_view,PROD1242
EVT00000185,,c9265b95-b94,2025-12-08 08:28:00,Mobile,Referral,site_visit,
EVT00000186,,c9265b95-b94,2025-12-08 08:30:00,Mobile,Referral,product_view,PROD1132
EVT00000187,CUST104740,23e8c820-8af,2025-08-03 15:07:00,Mobile,Direct,site_visit,
EVT00000188,CUST104740,23e8c820-8af,2025-08-03 15:12:00,Mobile,Direct,product_view,PROD1223
EVT00000189,CUST104740,23e8c820-8af,2025-08-03 15:17:00,Mobile,Direct,add_to_cart,PROD1013
EVT00000190,CUST104740,23e8c820-8af,2025-08-03 15:18:00,Mobile,Direct,checkout_start,PROD1209
EVT00000191,CUST104740,23e8c820-8af,2025-08-03 15:23:00,Mobile,Direct,purchase,PROD1173
EVT00000192,CUST103101,73f45812-eec,2024-03-06 23:22:00,Tablet,Paid Search,site_visit,
EVT00000193,,1b947def-854,2024-07-16 15:28:00,Mobile,Referral,site_visit,
EVT00000194,,1b947def-854,2024-07-16 15:30:00,Mobile,Referral,product_view,PROD1102
EVT00000195,,1b947def-854,2024-07-16 15:33:00,Mobile,Referral,add_to_cart,PROD1074
EVT00000196,CUST102025,c156b250-4e3,2024-02-18 10:26:00,Desktop,Organic Search,site_visit,
EVT00000197,,db0ce47d-47d,2025-08-12 00:25:00,Desktop,Organic Search,site_visit,
EVT00000198,,db0ce47d-47d,2025-08-12 00:28:00,Desktop,Organic Search,product_view,PROD1086
EVT00000199,,db0ce47d-47d,2025-08-12 00:32:00,Desktop,Organic Search,add_to_cart,PROD1127
EVT00000200,,db0ce47d-47d,2025-08-12 00:36:00,Desktop,Organic Search,checkout_start,PROD1241
EVT00000201,,db0ce47d-47d,2025-08-12 00:39:00,Desktop,Organic Search,purchase,PROD1237
EVT00000202,CUST102688,379388be-ad0,2025-05-01 19:34:00,Mobile,Social Media,site_visit,
EVT00000203,CUST100191,959d2c0d-10e,2024-10-28 19:42:00,Mobile,Organic Search,site_visit,
EVT00000204,CUST100528,6cd49254-dff,2025-01-13 13:17:00,Mobile,Email,site_visit,
EVT00000205,CUST105792,46e493bf-4cf,2025-10-20 09:11:00,Desktop,Social Media,site_visit,
EVT00000206,CUST105792,46e493bf-4cf,2025-10-20 09:13:00,Desktop,Social Media,product_view,PROD1070
EVT00000207,,74c041df-a68,2025-05-25 22:55:00,Mobile,Direct,site_visit,
EVT00000208,CUST105790,cfcb4c86-c4a,2024-10-10 19:51:00,Mobile,Paid Search,site_visit,
EVT00000209,CUST105790,cfcb4c86-c4a,2024-10-10 19:55:00,Mobile,Paid Search,product_view,PROD1214
EVT00000210,CUST100700,d451089b-266,2025-09-12 16:57:00,Mobile,Organic Search,site_visit,
EVT00000211,CUST105456,f2dc90e1-336,2023-11-05 02:14:00,Mobile,Social Media,site_visit,
EVT00000212,CUST105456,f2dc90e1-336,2023-11-05 02:16:00,Mobile,Social Media,product_view,PROD1017
EVT00000213,,b1b41819-b44,2024-02-23 04:55:00,Desktop,Direct,site_visit,
EVT00000214,,275be3b8-467,2023-10-12 20:40:00,Mobile,Organic Search,site_visit,
EVT00000215,,e088edf2-bea,2024-04-12 16:32:00,Desktop,Social Media,site_visit,
EVT00000216,,e088edf2-bea,2024-04-12 16:36:00,Desktop,Social Media,product_view,PROD1110
EVT00000217,CUST102929,25703b40-e90,2025-08-12 16:25:00,Mobile,Direct,site_visit,
EVT00000218,CUST102929,25703b40-e90,2025-08-12 16:28:00,Mobile,Direct,product_view,PROD1227
EVT00000219,,2f69a699-ce1,2025-03-04 11:16:00,Mobile,Social Media,site_visit,
EVT00000220,,2f69a699-ce1,2025-03-04 11:21:00,Mobile,Social Media,product_view,PROD1251
EVT00000221,CUST105042,57022047-317,2023-06-30 01:27:00,Mobile,Paid Search,site_visit,
EVT00000222,CUST101641,19efe6da-0b7,2024-11-27 08:52:00,Mobile,Organic Search,site_visit,
EVT00000223,,e9363329-0fd,2023-07-07 08:21:00,Mobile,Paid Search,site_visit,
EVT00000224,,e9363329-0fd,2023-07-07 08:25:00,Mobile,Paid Search,product_view,PROD1081
EVT00000225,CUST102117,34e7af97-6dc,2024-12-04 03:20:00,Unknown,Organic Search,site_visit,
EVT00000226,CUST102117,34e7af97-6dc,2024-12-04 03:21:00,Mobile,Organic Search,product_view,PROD1083
EVT00000227,CUST100094,cbd33945-9fc,2023-10-10 11:38:00,Mobile,Paid Search,site_visit,
EVT00000228,CUST102745,13986392-270,2024-04-22 10:01:00,Desktop,Referral,site_visit,
EVT00000229,CUST101874,ffbc81b2-82c,2025-11-05 02:28:00,Mobile,Direct,site_visit,
EVT00000230,CUST101874,ffbc81b2-82c,2025-11-05 02:33:00,Mobile,Direct,product_view,PROD1193
EVT00000231,CUST106456,21dc4855-faa,2025-05-30 06:45:00,Mobile,Paid Search,site_visit,
EVT00000232,CUST106456,21dc4855-faa,2025-05-30 06:50:00,Mobile,Paid Search,product_view,PROD1218
EVT00000233,CUST105512,975ca5fa-618,2025-07-26 06:15:00,Mobile,Social Media,site_visit,
EVT00000234,CUST105512,975ca5fa-618,2025-07-26 06:19:00,Mobile,Social Media,product_view,PROD1237
EVT00000235,CUST102825,815da2fa-22d,2024-05-19 16:36:00,Desktop,Paid Search,site_visit,
EVT00000236,CUST102845,ef0e8236-e20,2023-08-02 20:44:00,Mobile,Direct,site_visit,
EVT00000237,,8edcad69-ad6,2025-10-10 13:45:00,Mobile,Referral,site_visit,
EVT00000238,,8edcad69-ad6,2025-10-10 13:47:00,Mobile,Referral,product_view,PROD1048
EVT00000239,CUST104563,6da3f78a-1bb,2023-08-24 22:00:00,Mobile,Paid Search,site_visit,
EVT00000240,CUST104563,6da3f78a-1bb,2023-08-24 22:03:00,Mobile,Paid Search,product_view,PROD1237
EVT00000241,CUST104563,6da3f78a-1bb,2023-08-24 22:08:00,Mobile,Paid Search,add_to_cart,PROD1040
EVT00000242,CUST104563,6da3f78a-1bb,2023-08-24 22:09:00,Mobile,Paid Search,checkout_start,PROD1202
EVT00000243,CUST106930,2382ebc2-4d7,2023-02-09 17:14:00,Mobile,Email,site_visit,
EVT00000244,CUST106930,2382ebc2-4d7,2023-02-09 17:18:00,Mobile,Email,product_view,PROD1153
EVT00000245,CUST101431,02477738-295,2025-08-20 18:44:00,Mobile,Paid Search,site_visit,
EVT00000246,CUST101431,02477738-295,2025-08-20 18:48:00,Mobile,Paid Search,product_view,PROD1159
EVT00000247,,4193cce6-0ef,2025-07-21 21:39:00,Desktop,Social Media,site_visit,
EVT00000248,CUST103950,691e8eaa-d30,2025-06-22 23:35:00,Mobile,Paid Search,site_visit,
EVT00000249,CUST103950,691e8eaa-d30,2025-06-22 23:36:00,Mobile,Paid Search,product_view,PROD1069
EVT00000250,CUST103950,691e8eaa-d30,2025-06-22 23:39:00,Mobile,Paid Search,add_to_cart,PROD1101
EVT00000251,CUST103950,691e8eaa-d30,2025-06-22 23:42:00,Mobile,Paid Search,checkout_start,PROD1194
EVT00000252,CUST103950,691e8eaa-d30,2025-06-22 23:43:00,Mobile,Paid Search,purchase,PROD1175
EVT00000253,CUST106298,f6bc544b-78b,2023-02-11 09:13:00,Mobile,Organic Search,site_visit,
EVT00000254,CUST106298,f6bc544b-78b,2023-02-11 09:18:00,Mobile,Organic Search,product_view,PROD1248
EVT00000255,CUST106298,f6bc544b-78b,2023-02-11 09:21:00,Mobile,Organic Search,add_to_cart,PROD1022
EVT00000256,CUST106298,f6bc544b-78b,2023-02-11 09:26:00,Mobile,Organic Search,checkout_start,PROD1049
EVT00000257,CUST106298,f6bc544b-78b,2023-02-11 09:30:00,Mobile,Organic Search,purchase,PROD1222
EVT00000258,,0a0f2964-240,2024-08-15 19:46:00,Mobile,Organic Search,site_visit,
EVT00000259,CUST102546,f85d5004-785,2024-05-18 15:59:00,Desktop,Paid Search,site_visit,
EVT00000260,CUST102546,f85d5004-785,2024-05-18 16:00:00,Desktop,Paid Search,product_view,PROD1055
EVT00000261,CUST102583,a3a87a5c-ee8,2023-06-28 04:59:00,Mobile,Referral,site_visit,
EVT00000262,,e6ba3a5d-0d0,2024-01-01 15:39:00,Mobile,Email,site_visit,
EVT00000263,,e6ba3a5d-0d0,2024-01-01 15:40:00,Mobile,Email,product_view,PROD1045
EVT00000264,CUST105698,8a761021-0d8,2024-12-27 15:07:00,Mobile,Social Media,site_visit,
EVT00000265,CUST105698,8a761021-0d8,2024-12-27 15:12:00,Mobile,Social Media,product_view,PROD1172
